id	date	tweet
1.59E+18	2022-10-26 11:40:41+00:00	@yunartowijaya @aniesbaswedan Hancur negara klo mereka bisa menang pemilu calon presiden yg didukungnya amit amitttt
1.59E+18	2022-10-26 09:41:12+00:00	"@72Gar7 @bangkimen86 @aa_nabiel @aniesbaswedan @PDemokrat @PKSejahtera @NasDem Jd klau dy blg sehari2 makan rumput pun u percaya?pantas lah kadrun bodoh,pantas jg calon presiden yg dulu dipuja sama kadrun itu bisa kalah terus,rupanya pendukung nya tolol semua 🤣"
1.59E+18	2022-10-26 09:39:57+00:00	"@aniesbaswedan @AgusYudhoyono Saatnya kedua org ini sudah dideklarasikan calon presiden dan wakil presiden 2024, jelas sudah selain didukung rakyat keduanya sama cerdik pandai."
1.59E+18	2022-10-26 09:35:28+00:00	"@ainunnajib prediksi 4 calon presiden mas

Anies - AHY/anyone
Puan - anyone
Prabowo - Gus Imin
Ganjar - anyone"
1.59E+18	2022-10-26 08:38:45+00:00	Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono menyatakan siap menjadi calon wakil presiden mendampingi Anies Baswedan. Pernyataan itu disampaikan pasca AHY bertemu Ketua Umum Partai Nasdem Surya Paloh untuk makan siang bersama. #MostUpdate1058
1.59E+18	2022-10-26 08:25:02+00:00	"@hartta_ @alisyarief Itu dulu janji pilpres 2019, nah ini beda pilpres 2024, sebab kalo ngikutin janji itu sampe matipun Prabowo masih tetap nyapres😂😂, Prabowo cukup jadi calon presiden, presidennya Anies."
1.59E+18	2022-10-26 06:47:56+00:00	"@AgusYudhoyono @aniesbaswedan Kalau tdk diajak jd calon wakil presiden, masih sahabat gak yah...? Cumannanyadoank"
1.59E+18	2022-10-26 06:20:39+00:00	@ahmadsahroni88 Saya justru bermimpi Abang Haji dan Anies Sebagai Calon Presiden dan Wakil Presiden yang maju 2024
1.59E+18	2022-10-26 05:55:10+00:00	"@NasDem 2024 akan muncul HTI, FPI dan sejenisnya. Kecerobohannya adalah mencalonkan Anies untuk jadi presiden. Andai calon cuma ganjar dan Prabowo insyaallah. FPI, HTI, dan sejenisnya tidak akan punya tempat lagi di NKRI. Tapi Nasdem,? Sembrono."
1.59E+18	2022-10-26 05:30:54+00:00	"@baharirwan2 Dengan segala cara para CEBONG PELIHARAAN REZIM BOHONG membuat fitnah cacian kepada CALON PRESIDEN TERBAIK SAAT INI
ANIES RASYID BASWEDAN tak membuat rakyat percaya pada MANUSIA SAMPAH. BAHKAN PAK ANIES RASYID BASWEDAN MAKIN BERSINAR. AYO KAWAN2 KITA BUAT PARA CEBONG MENDERITA."
1.59E+18	2022-10-26 03:02:38+00:00	@SupriadiSatria @marlina_idha @aniesbaswedan Hussst...jgn ngomong gitu dia calon presiden ke 2024 loh. Number one
1.59E+18	2022-10-26 02:30:34+00:00	"Kalau dari hasil survey Litbang Kompas, mestinya yg jadi calon presiden itu @AgusYudhoyono dan cawapresnya Anies. Entah kenapa @NasDem Surya Paloh bisa dikte @PDemokrat @SBYudhoyono"
1.59E+18	2022-10-26 02:29:21+00:00	"@DokterTifa @aniesbaswedan calon presiden
 anis ganjar
anis puan
anis prabowo."
1.59E+18	2022-10-26 02:28:58+00:00	"@detikcom Menggiring opini jgn milih anies kan sbg presiden?ketauan bgt lahh skenarionya,mau lu mainin isu apa rakyat udah pinter tau mana calon pemimpin yg terbaik buat mereka.."
1.59E+18	2022-10-26 02:21:26+00:00	@hariankompas @ganjarpranowo @prabowo @aniesbaswedan @ridwankamil @sandiuno Yu pak @ridwankamil masih aya waktu 10 Bulan sebelum pendaftaran calon Presiden 2024 segera tingkatkan atau hayu nyagub deui oge oke
1.59E+18	2022-10-25 22:48:12+00:00	"@aniesbaswedan @AgusYudhoyono Luar biasa pak, anda memang calon presiden terbaik menurut teman dan saudara2 saya.. 
Saya?? Big No lahhh🤣"
1.59E+18	2022-10-25 20:25:42+00:00	"@Relawananies Bp. Anies selain akademisi, pejabat negara, gubernur DKI Jakarta, dan yg lebih hebat lagi Bp. Anies sebagai Agen Perubahan secara Nasional dan internasional krn kinerja dan kiprahnya disorot tokoh2 internasional. Tidak salah jika Bp. Anies dipilih sbg calon presiden  oleh Parpol."
1.59E+18	2022-10-25 20:15:02+00:00	"@aniesbaswedan @Stereoflow @JakartaTourism @tamanhutandki @DKIJakarta Barakallaahu Fiikum,, Calon Presiden ku,, In Sya Allaah,,, Aamiin 🤲😊🌹"
1.58E+18	2022-10-25 15:36:07+00:00	@tvOneNews Selamat untuk Nasdem pengusung Anies supaya gak ada lagi calon presiden tapi ijazahnya di ragukan😁😁
